Total Games Played: 2
1;4;2.1878249049186707;897.75
2;4;1.8632572889328003;884.5
3;4;2.26697313785553;1078.5
4;4;1.9981861710548399;954.75
5;4;1.1515330076217651;540.75
6;4;1.3072549700737;636.0
7;4;1.175331175327301;518.75
8;4;1.157891869544983;766.75
9;4;0.7882286310195923;518.25
10;4;0.7836244702339172;483.5
11;4;0.8822245597839355;590.75
12;4;0.40211045742034907;299.75
13;4;0.3419489860534668;283.75
14;4;0.1677842140197754;163.0
15;4;0.08175188302993774;84.25
16;4;0.025142014026641842;27.75
17;4;0.006914734840393066;9.0
18;4;0.0021744966506958008;5.0
19;3;1.4543533325195312e-05;1.3333333333333333
